Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
574,2,2014-06-17,10359,731,1,1,0,1
576,2,2014-06-17,7587,1020,1,1,0,0
723,2,2014-06-17,8904,663,1,1,0,0
840,2,2014-06-17,8816,1210,1,1,0,0
905,2,2014-06-17,9968,1407,1,1,0,0
4,1,2014-06-16,11121,1425,1,1,0,0
352,1,2014-06-16,7684,698,1,1,0,0
416,1,2014-06-16,13947,1582,1,1,0,0
458,1,2014-06-16,8499,733,1,1,0,0
511,1,2014-06-16,6169,834,1,1,0,0
574,1,2014-06-16,12919,821,1,1,0,1
576,1,2014-06-16,9851,1193,1,1,0,0
723,1,2014-06-16,9344,710,1,1,0,0
840,1,2014-06-16,9601,1223,1,1,0,0
905,1,2014-06-16,11252,1448,1,1,0,0
4,7,2014-06-15,0,0,0,0,0,0
352,7,2014-06-15,0,0,0,0,0,0
416,7,2014-06-15,0,0,0,0,0,0
458,7,2014-06-15,0,0,0,0,0,0
511,7,2014-06-15,0,0,0,0,0,0
574,7,2014-06-15,0,0,0,0,0,0
576,7,2014-06-15,0,0,0,0,0,0
723,7,2014-06-15,0,0,0,0,0,0
840,7,2014-06-15,0,0,0,0,0,0
905,7,2014-06-15,0,0,0,0,0,0
4,6,2014-06-14,11209,1539,1,0,0,0
352,6,2014-06-14,5960,609,1,0,0,0
416,6,2014-06-14,12085,1742,1,0,0,0
458,6,2014-06-14,9881,895,1,0,0,0
511,6,2014-06-14,5213,767,1,0,0,0
574,6,2014-06-14,8820,646,1,0,0,0
576,6,2014-06-14,6873,1016,1,0,0,0
723,6,2014-06-14,7539,648,1,0,0,0
840,6,2014-06-14,4116,603,1,0,0,0
905,6,2014-06-14,7467,1054,1,0,0,0
4,5,2014-06-13,8077,1144,1,0,0,0
352,5,2014-06-13,6866,661,1,0,0,0
416,5,2014-06-13,8957,1320,1,0,0,0
458,5,2014-06-13,6584,636,1,0,0,0
511,5,2014-06-13,5598,823,1,0,0,0
574,5,2014-06-13,8286,662,1,0,0,1
576,5,2014-06-13,5641,822,1,0,0,0
723,5,2014-06-13,5835,514,1,0,0,0
840,5,2014-06-13,6591,999,1,0,0,0
905,5,2014-06-13,7892,1204,1,0,0,0
4,4,2014-06-12,8637,1184,1,0,0,0
352,4,2014-06-12,5848,604,1,0,0,0
416,4,2014-06-12,9314,1265,1,0,0,0
458,4,2014-06-12,6823,646,1,0,0,0
511,4,2014-06-12,5572,791,1,0,0,0
574,4,2014-06-12,7496,590,1,0,0,1
576,4,2014-06-12,6424,931,1,0,0,0
723,4,2014-06-12,5825,526,1,0,0,0
840,4,2014-06-12,7072,1080,1,0,0,0
905,4,2014-06-12,7632,1241,1,0,0,0
4,3,2014-06-11,8163,1139,1,0,0,0
352,3,2014-06-11,5385,571,1,0,0,0
416,3,2014-06-11,9728,1310,1,0,0,0
458,3,2014-06-11,5697,618,1,0,0,0
511,3,2014-06-11,5724,831,1,0,0,0
574,3,2014-06-11,7346,587,1,0,0,1
576,3,2014-06-11,5319,744,1,0,0,0
723,3,2014-06-11,5962,510,1,0,0,0
840,3,2014-06-11,7248,1081,1,0,0,0
905,3,2014-06-11,7409,1132,1,0,0,0
4,2,2014-06-10,10239,1386,1,0,0,0
352,2,2014-06-10,6667,701,1,0,0,0
416,2,2014-06-10,11160,1479,1,0,0,0
458,2,2014-06-10,7161,694,1,0,0,0
511,2,2014-06-10,6210,914,1,0,0,1
574,2,2014-06-10,8428,673,1,0,0,1
576,2,2014-06-10,6341,957,1,0,0,0
723,2,2014-06-10,6985,614,1,0,0,0
840,2,2014-06-10,7657,1136,1,0,0,1
905,2,2014-06-10,7729,1307,1,0,0,1
4,1,2014-06-09,0,0,0,0,a,0
352,1,2014-06-09,0,0,0,0,a,0
416,1,2014-06-09,0,0,0,0,a,0
458,1,2014-06-09,0,0,0,0,a,0
511,1,2014-06-09,0,0,0,0,a,0
574,1,2014-06-09,0,0,0,0,a,0
576,1,2014-06-09,0,0,0,0,a,0
723,1,2014-06-09,0,0,0,0,a,0
840,1,2014-06-09,0,0,0,0,a,0
905,1,2014-06-09,0,0,0,0,a,0
4,7,2014-06-08,0,0,0,0,0,0
352,7,2014-06-08,0,0,0,0,0,0
416,7,2014-06-08,0,0,0,0,0,0
458,7,2014-06-08,0,0,0,0,0,0
511,7,2014-06-08,0,0,0,0,0,0
574,7,2014-06-08,0,0,0,0,0,0
576,7,2014-06-08,0,0,0,0,0,0
723,7,2014-06-08,0,0,0,0,0,0
840,7,2014-06-08,0,0,0,0,0,0
905,7,2014-06-08,0,0,0,0,0,0
4,6,2014-06-07,10164,1472,1,0,0,0
352,6,2014-06-07,6455,646,1,0,0,0
416,6,2014-06-07,10173,1330,1,0,0,0
458,6,2014-06-07,9533,936,1,0,0,0
511,6,2014-06-07,6160,838,1,0,0,0
574,6,2014-06-07,9372,711,1,0,0,0
576,6,2014-06-07,6452,989,1,0,0,0
723,6,2014-06-07,7956,654,1,0,0,0
840,6,2014-06-07,4635,764,1,0,0,0
905,6,2014-06-07,6772,1028,1,0,0,0
4,5,2014-06-06,10705,1365,1,1,0,0
352,5,2014-06-06,8651,775,1,1,0,0
416,5,2014-06-06,12416,1477,1,1,0,0
458,5,2014-06-06,7998,742,1,1,0,0
511,5,2014-06-06,6995,943,1,1,0,0
574,5,2014-06-06,10636,775,1,1,0,0
576,5,2014-06-06,7752,1039,1,1,0,0
723,5,2014-06-06,8209,617,1,1,0,0
840,5,2014-06-06,8521,1178,1,1,0,0
905,5,2014-06-06,8748,1359,1,1,0,0
4,4,2014-06-05,10774,1331,1,1,0,0
352,4,2014-06-05,7658,673,1,1,0,0
416,4,2014-06-05,11012,1433,1,1,0,0
458,4,2014-06-05,7729,706,1,1,0,0
511,4,2014-06-05,6199,859,1,1,0,0
574,4,2014-06-05,9906,715,1,1,0,0
576,4,2014-06-05,7415,1014,1,1,0,0
723,4,2014-06-05,7835,609,1,1,0,0
840,4,2014-06-05,8585,1190,1,1,0,0
905,4,2014-06-05,8337,1216,1,1,0,0
4,3,2014-06-04,10584,1345,1,1,0,0
352,3,2014-06-04,6901,610,1,1,0,0
416,3,2014-06-04,12104,1480,1,1,0,0
458,3,2014-06-04,7346,655,1,1,0,0
511,3,2014-06-04,6434,845,1,1,0,0
574,3,2014-06-04,10681,725,1,1,0,0
576,3,2014-06-04,8037,1050,1,1,0,0
723,3,2014-06-04,7480,559,1,1,0,0
840,3,2014-06-04,8797,1216,1,1,0,0
905,3,2014-06-04,8616,1231,1,1,0,0
4,2,2014-06-03,11083,1418,1,1,0,0
352,2,2014-06-03,7307,656,1,1,0,0
416,2,2014-06-03,14470,1611,1,1,0,0
458,2,2014-06-03,8302,759,1,1,0,0
511,2,2014-06-03,6124,834,1,1,0,0
574,2,2014-06-03,10958,761,1,1,0,0
576,2,2014-06-03,9085,1145,1,1,0,0
723,2,2014-06-03,7490,601,1,1,0,0
840,2,2014-06-03,9215,1266,1,1,0,0
905,2,2014-06-03,10479,1440,1,1,0,0
4,1,2014-06-02,13087,1622,1,1,0,0
352,1,2014-06-02,8894,749,1,1,0,0
416,1,2014-06-02,16624,1780,1,1,0,0
458,1,2014-06-02,10258,827,1,1,0,0
511,1,2014-06-02,7891,968,1,1,0,0
574,1,2014-06-02,13870,860,1,1,0,0
576,1,2014-06-02,10573,1247,1,1,0,0
723,1,2014-06-02,9405,705,1,1,0,0
840,1,2014-06-02,10803,1379,1,1,0,0
905,1,2014-06-02,11952,1576,1,1,0,0
4,7,2014-06-01,0,0,0,0,0,0
352,7,2014-06-01,0,0,0,0,0,0
416,7,2014-06-01,0,0,0,0,0,0
458,7,2014-06-01,0,0,0,0,0,0
511,7,2014-06-01,0,0,0,0,0,0
574,7,2014-06-01,0,0,0,0,0,0
576,7,2014-06-01,0,0,0,0,0,0
723,7,2014-06-01,0,0,0,0,0,0
840,7,2014-06-01,0,0,0,0,0,0
905,7,2014-06-01,0,0,0,0,0,0
4,6,2014-05-31,11018,1542,1,0,0,0
352,6,2014-05-31,6442,660,1,0,0,0
416,6,2014-05-31,11640,1418,1,0,0,0
458,6,2014-05-31,8762,811,1,0,0,0
511,6,2014-05-31,6429,844,1,0,0,0
574,6,2014-05-31,8511,666,1,0,0,0
576,6,2014-05-31,7600,994,1,0,0,0
723,6,2014-05-31,7423,645,1,0,0,0
840,6,2014-05-31,4448,680,1,0,0,0
905,6,2014-05-31,7471,1113,1,0,0,0
4,5,2014-05-30,13149,1701,1,0,0,1
352,5,2014-05-30,8317,752,1,0,0,1
416,5,2014-05-30,12283,1472,1,0,0,1
458,5,2014-05-30,10810,932,1,0,0,0
511,5,2014-05-30,7408,972,1,0,0,1
574,5,2014-05-30,10358,767,1,0,0,0
576,5,2014-05-30,8683,1221,1,0,0,1
723,5,2014-05-30,8437,661,1,0,0,0
840,5,2014-05-30,8838,1245,1,0,0,1
905,5,2014-05-30,10999,1577,1,0,0,0
4,4,2014-05-29,0,0,0,0,a,0
352,4,2014-05-29,0,0,0,0,a,0
416,4,2014-05-29,0,0,0,0,a,0
458,4,2014-05-29,0,0,0,0,a,0
511,4,2014-05-29,0,0,0,0,a,0
574,4,2014-05-29,0,0,0,0,a,0
576,4,2014-05-29,0,0,0,0,a,0
723,4,2014-05-29,0,0,0,0,a,0
840,4,2014-05-29,0,0,0,0,a,0
905,4,2014-05-29,0,0,0,0,a,0
4,3,2014-05-28,11073,1509,1,0,0,0
352,3,2014-05-28,7464,707,1,0,0,0
416,3,2014-05-28,9772,1267,1,0,0,0
458,3,2014-05-28,7854,750,1,0,0,0
511,3,2014-05-28,6198,876,1,0,0,0
574,3,2014-05-28,9682,740,1,0,0,0
576,3,2014-05-28,5701,825,1,0,0,0
723,3,2014-05-28,8496,709,1,0,0,0
840,3,2014-05-28,7131,932,1,0,0,0
905,3,2014-05-28,8522,1238,1,0,0,0
4,2,2014-05-27,7193,1074,1,0,0,0
352,2,2014-05-27,5461,585,1,0,0,0
416,2,2014-05-27,7951,1106,1,0,0,0
458,2,2014-05-27,6438,601,1,0,0,0
511,2,2014-05-27,5548,805,1,0,0,0
574,2,2014-05-27,8240,632,1,0,0,0
576,2,2014-05-27,4501,721,1,0,0,0
723,2,2014-05-27,5852,481,1,0,0,0
840,2,2014-05-27,7330,1087,1,0,0,0
905,2,2014-05-27,6087,946,1,0,0,0
4,1,2014-05-26,7949,1155,1,0,0,0
352,1,2014-05-26,4758,534,1,0,0,0
416,1,2014-05-26,9236,1247,1,0,0,0
458,1,2014-05-26,5244,545,1,0,0,0
511,1,2014-05-26,5869,860,1,0,0,0
574,1,2014-05-26,7837,646,1,0,0,0
576,1,2014-05-26,5290,884,1,0,0,0
723,1,2014-05-26,5845,511,1,0,0,0
840,1,2014-05-26,7133,1092,1,0,0,0
905,1,2014-05-26,6313,1026,1,0,0,0
4,7,2014-05-25,0,0,0,0,0,0
352,7,2014-05-25,0,0,0,0,0,0
416,7,2014-05-25,0,0,0,0,0,0
458,7,2014-05-25,0,0,0,0,0,0
511,7,2014-05-25,0,0,0,0,0,0
574,7,2014-05-25,0,0,0,0,0,0
576,7,2014-05-25,0,0,0,0,0,0
723,7,2014-05-25,0,0,0,0,0,0
840,7,2014-05-25,0,0,0,0,0,0
905,7,2014-05-25,0,0,0,0,0,0
4,6,2014-05-24,9218,1284,1,0,0,0
352,6,2014-05-24,6239,630,1,0,0,0
416,6,2014-05-24,9466,1345,1,0,0,0
458,6,2014-05-24,9659,850,1,0,0,0
511,6,2014-05-24,5392,765,1,0,0,0
574,6,2014-05-24,7908,621,1,0,0,0
576,6,2014-05-24,6240,960,1,0,0,0
723,6,2014-05-24,7324,635,1,0,0,0
840,6,2014-05-24,3608,567,1,0,0,0
905,6,2014-05-24,6727,1032,1,0,0,0
4,5,2014-05-23,8611,1177,1,1,0,0
352,5,2014-05-23,7064,657,1,1,0,0
416,5,2014-05-23,9599,1221,1,1,0,0
458,5,2014-05-23,7977,727,1,1,0,0
511,5,2014-05-23,6214,837,1,1,0,0
574,5,2014-05-23,10134,734,1,1,0,0
576,5,2014-05-23,6572,908,1,1,0,0
723,5,2014-05-23,7897,598,1,1,0,0
840,5,2014-05-23,7037,1052,1,1,0,0
905,5,2014-05-23,7612,1135,1,1,0,0
4,4,2014-05-22,8924,1167,1,1,0,0
352,4,2014-05-22,6643,630,1,1,0,0
416,4,2014-05-22,9793,1316,1,1,0,0
458,4,2014-05-22,6422,622,1,1,0,0
511,4,2014-05-22,5441,779,1,1,0,0
574,4,2014-05-22,8738,657,1,1,0,0
576,4,2014-05-22,6379,943,1,1,0,0
723,4,2014-05-22,6519,547,1,1,0,0
840,4,2014-05-22,7090,1123,1,1,0,0
905,4,2014-05-22,7975,1180,1,1,0,0
4,3,2014-05-21,8408,1163,1,1,0,0
352,3,2014-05-21,6259,580,1,1,0,0
416,3,2014-05-21,12538,1463,1,1,0,0
458,3,2014-05-21,7842,727,1,1,0,0
511,3,2014-05-21,5537,753,1,1,0,0
574,3,2014-05-21,8585,640,1,1,0,0
576,3,2014-05-21,6631,934,1,1,0,0
723,3,2014-05-21,7226,547,1,1,0,0
840,3,2014-05-21,8035,1155,1,1,0,0
905,3,2014-05-21,7385,1124,1,1,0,0
4,2,2014-05-20,8127,1165,1,1,0,0
352,2,2014-05-20,6462,566,1,1,0,0
416,2,2014-05-20,12281,1542,1,1,0,0
458,2,2014-05-20,7262,639,1,1,0,0
511,2,2014-05-20,5877,800,1,1,0,0
574,2,2014-05-20,8676,656,1,1,0,0
576,2,2014-05-20,7525,978,1,1,0,0
723,2,2014-05-20,6575,533,1,1,0,0
840,2,2014-05-20,7853,1213,1,1,0,0
905,2,2014-05-20,8415,1307,1,1,0,0
4,1,2014-05-19,11433,1510,1,1,0,0
352,1,2014-05-19,7465,665,1,1,0,0
416,1,2014-05-19,14886,1729,1,1,0,0
458,1,2014-05-19,8689,778,1,1,0,0
511,1,2014-05-19,6999,927,1,1,0,0
574,1,2014-05-19,11473,818,1,1,0,0
576,1,2014-05-19,11007,1251,1,1,0,0
723,1,2014-05-19,8822,635,1,1,0,0
840,1,2014-05-19,10580,1315,1,1,0,0
905,1,2014-05-19,10666,1497,1,1,0,0
4,7,2014-05-18,0,0,0,0,0,0
352,7,2014-05-18,0,0,0,0,0,0
416,7,2014-05-18,0,0,0,0,0,0
458,7,2014-05-18,0,0,0,0,0,0
511,7,2014-05-18,0,0,0,0,0,0
574,7,2014-05-18,0,0,0,0,0,0
576,7,2014-05-18,0,0,0,0,0,0
723,7,2014-05-18,0,0,0,0,0,0
840,7,2014-05-18,0,0,0,0,0,0
905,7,2014-05-18,0,0,0,0,0,0
4,6,2014-05-17,9040,1327,1,0,0,0
352,6,2014-05-17,5657,583,1,0,0,0
416,6,2014-05-17,9149,1271,1,0,0,0
458,6,2014-05-17,9062,828,1,0,0,0
511,6,2014-05-17,5491,775,1,0,0,0
574,6,2014-05-17,8017,627,1,0,0,0
576,6,2014-05-17,6084,893,1,0,0,0
723,6,2014-05-17,7086,618,1,0,0,0
840,6,2014-05-17,3842,611,1,0,0,0
905,6,2014-05-17,7360,1074,1,0,0,0
4,5,2014-05-16,7948,1140,1,0,0,0
352,5,2014-05-16,6119,638,1,0,0,0
416,5,2014-05-16,9419,1298,1,0,0,0
458,5,2014-05-16,5445,582,1,0,0,0
511,5,2014-05-16,4975,749,1,0,0,0
574,5,2014-05-16,7459,612,1,0,0,0
576,5,2014-05-16,4941,836,1,0,0,0
723,5,2014-05-16,6183,537,1,0,0,0
840,5,2014-05-16,6952,1038,1,0,0,0
905,5,2014-05-16,6501,1107,1,0,0,0
4,4,2014-05-15,7145,1045,1,0,0,0
352,4,2014-05-15,4972,565,1,0,0,0
416,4,2014-05-15,10001,1407,1,0,0,0
458,4,2014-05-15,5230,518,1,0,0,0
511,4,2014-05-15,5022,744,1,0,0,0
574,4,2014-05-15,7224,578,1,0,0,0
576,4,2014-05-15,4909,796,1,0,0,0
723,4,2014-05-15,5929,513,1,0,0,0
840,4,2014-05-15,6219,1005,1,0,0,0
905,4,2014-05-15,6003,1059,1,0,0,0
4,3,2014-05-14,7268,1081,1,0,0,0
352,3,2014-05-14,5172,530,1,0,0,0
416,3,2014-05-14,9210,1293,1,0,0,0
458,3,2014-05-14,5203,540,1,0,0,0
511,3,2014-05-14,4735,695,1,0,0,0
574,3,2014-05-14,6473,552,1,0,0,0
576,3,2014-05-14,5151,810,1,0,0,0
723,3,2014-05-14,5510,478,1,0,0,0
840,3,2014-05-14,6316,1042,1,0,0,0
905,3,2014-05-14,6311,997,1,0,0,0
4,2,2014-05-13,7508,1159,1,0,0,0
352,2,2014-05-13,4414,489,1,0,0,0
416,2,2014-05-13,9869,1348,1,0,0,0
458,2,2014-05-13,5304,545,1,0,0,0
511,2,2014-05-13,5353,782,1,0,0,0
574,2,2014-05-13,6982,547,1,0,0,0
576,2,2014-05-13,5056,805,1,0,0,0
723,2,2014-05-13,5581,486,1,0,0,0
840,2,2014-05-13,7380,1052,1,0,0,0
905,2,2014-05-13,6018,979,1,0,0,0
4,1,2014-05-12,8484,1279,1,0,0,0
352,1,2014-05-12,5799,631,1,0,0,0
416,1,2014-05-12,8612,1179,1,0,0,0
458,1,2014-05-12,5864,594,1,0,0,0
511,1,2014-05-12,5656,799,1,0,0,0
574,1,2014-05-12,7817,611,1,0,0,0
576,1,2014-05-12,5272,848,1,0,0,0
723,1,2014-05-12,5472,504,1,0,0,0
840,1,2014-05-12,6059,963,1,0,0,0
905,1,2014-05-12,5968,963,1,0,0,0
4,7,2014-05-11,0,0,0,0,0,0
352,7,2014-05-11,0,0,0,0,0,0
416,7,2014-05-11,0,0,0,0,0,0
458,7,2014-05-11,0,0,0,0,0,0
511,7,2014-05-11,0,0,0,0,0,0
574,7,2014-05-11,0,0,0,0,0,0
576,7,2014-05-11,0,0,0,0,0,0
723,7,2014-05-11,0,0,0,0,0,0
840,7,2014-05-11,0,0,0,0,0,0
905,7,2014-05-11,0,0,0,0,0,0
4,6,2014-05-10,10559,1542,1,0,0,0
352,6,2014-05-10,7147,746,1,0,0,0
416,6,2014-05-10,10383,1418,1,0,0,0
458,6,2014-05-10,9313,906,1,0,0,0
511,6,2014-05-10,5866,854,1,0,0,0
574,6,2014-05-10,8698,720,1,0,0,0
576,6,2014-05-10,6673,1011,1,0,0,0
723,6,2014-05-10,8229,693,1,0,0,0
840,6,2014-05-10,3852,584,1,0,0,0
905,6,2014-05-10,5945,929,1,0,0,0
4,5,2014-05-09,10880,1422,1,1,0,0
352,5,2014-05-09,7542,702,1,1,0,0
416,5,2014-05-09,11775,1404,1,1,0,0
458,5,2014-05-09,8314,727,1,1,0,0
511,5,2014-05-09,6111,880,1,1,0,0
574,5,2014-05-09,10786,802,1,1,0,0
576,5,2014-05-09,7493,1018,1,1,0,0
723,5,2014-05-09,9124,668,1,1,0,0
840,5,2014-05-09,8478,1122,1,1,0,0
905,5,2014-05-09,7903,1174,1,1,0,0
4,4,2014-05-08,9227,1246,1,1,0,0
352,4,2014-05-08,7046,646,1,1,0,0
416,4,2014-05-08,10646,1323,1,1,0,0
458,4,2014-05-08,7315,682,1,1,0,0
511,4,2014-05-08,5764,787,1,1,0,0
574,4,2014-05-08,9312,684,1,1,0,0
576,4,2014-05-08,7164,1005,1,1,0,0
723,4,2014-05-08,7401,571,1,1,0,0
840,4,2014-05-08,8320,1145,1,1,0,0
905,4,2014-05-08,7903,1188,1,1,0,0
4,3,2014-05-07,9245,1221,1,1,0,0
352,3,2014-05-07,5993,625,1,1,0,0
416,3,2014-05-07,11672,1359,1,1,0,0
458,3,2014-05-07,7843,687,1,1,0,0
511,3,2014-05-07,6029,855,1,1,0,0
574,3,2014-05-07,9866,707,1,1,0,0
576,3,2014-05-07,8149,992,1,1,0,0
723,3,2014-05-07,7659,563,1,1,0,0
840,3,2014-05-07,7831,1168,1,1,0,0
905,3,2014-05-07,8135,1134,1,1,0,0
4,2,2014-05-06,9723,1285,1,1,0,0
352,2,2014-05-06,6734,645,1,1,0,0
416,2,2014-05-06,13329,1574,1,1,0,0
458,2,2014-05-06,8109,689,1,1,0,0
511,2,2014-05-06,6405,805,1,1,0,0
574,2,2014-05-06,10116,683,1,1,0,0
576,2,2014-05-06,7696,993,1,1,0,0
723,2,2014-05-06,7087,562,1,1,0,0
840,2,2014-05-06,8796,1158,1,1,0,0
905,2,2014-05-06,8899,1268,1,1,0,0
4,1,2014-05-05,11986,1545,1,1,0,0
352,1,2014-05-05,8539,748,1,1,0,0
416,1,2014-05-05,15540,1800,1,1,0,0
458,1,2014-05-05,8984,804,1,1,0,0
511,1,2014-05-05,7299,928,1,1,0,0
574,1,2014-05-05,13304,868,1,1,0,0
576,1,2014-05-05,10367,1219,1,1,0,0
723,1,2014-05-05,9044,715,1,1,0,0
840,1,2014-05-05,10711,1376,1,1,0,0
905,1,2014-05-05,10891,1471,1,1,0,0
4,7,2014-05-04,0,0,0,0,0,0
352,7,2014-05-04,0,0,0,0,0,0
416,7,2014-05-04,0,0,0,0,0,0
458,7,2014-05-04,0,0,0,0,0,0
511,7,2014-05-04,0,0,0,0,0,0
574,7,2014-05-04,0,0,0,0,0,0
576,7,2014-05-04,0,0,0,0,0,0
723,7,2014-05-04,0,0,0,0,0,0
840,7,2014-05-04,0,0,0,0,0,0
905,7,2014-05-04,0,0,0,0,0,0
4,6,2014-05-03,10330,1475,1,0,0,0
352,6,2014-05-03,6721,668,1,0,0,0
416,6,2014-05-03,10123,1377,1,0,0,0
458,6,2014-05-03,10237,947,1,0,0,0
511,6,2014-05-03,5854,850,1,0,0,0
574,6,2014-05-03,9286,717,1,0,0,0
576,6,2014-05-03,7587,1027,1,0,0,0
723,6,2014-05-03,7879,657,1,0,0,0
840,6,2014-05-03,4345,661,1,0,0,0
905,6,2014-05-03,7577,1128,1,0,0,0
4,5,2014-05-02,15274,1833,1,1,0,1
352,5,2014-05-02,9933,854,1,1,0,1
416,5,2014-05-02,14654,1704,1,1,0,1
458,5,2014-05-02,11188,939,1,1,0,0
511,5,2014-05-02,7858,1077,1,1,0,1
574,5,2014-05-02,13912,1024,1,1,0,0
576,5,2014-05-02,10523,1224,1,1,0,1
723,5,2014-05-02,9212,737,1,1,0,0
840,5,2014-05-02,9291,1282,1,1,0,1
905,5,2014-05-02,10459,1570,1,1,0,0
4,4,2014-05-01,0,0,0,1,a,0
352,4,2014-05-01,0,0,0,1,a,1
416,4,2014-05-01,0,0,0,1,a,1
458,4,2014-05-01,0,0,0,1,a,0
511,4,2014-05-01,0,0,0,1,a,0
574,4,2014-05-01,0,0,0,1,a,0
576,4,2014-05-01,0,0,0,1,a,0
723,4,2014-05-01,0,0,0,1,a,0
840,4,2014-05-01,0,0,0,1,a,0
905,4,2014-05-01,0,0,0,1,a,0
4,3,2014-04-30,14743,1820,1,1,0,0
352,3,2014-04-30,8750,790,1,1,0,1
416,3,2014-04-30,14258,1711,1,1,0,1
458,3,2014-04-30,10507,903,1,1,0,0
511,3,2014-04-30,7413,1011,1,1,0,0
574,3,2014-04-30,11061,799,1,1,0,0
576,3,2014-04-30,11043,1390,1,1,0,0
723,3,2014-04-30,11352,851,1,1,0,0
840,3,2014-04-30,9534,1310,1,1,0,0
905,3,2014-04-30,10336,1446,1,1,0,0
4,2,2014-04-29,9680,1257,1,1,0,0
352,2,2014-04-29,7268,665,1,1,0,1
416,2,2014-04-29,12990,1550,1,1,0,1
458,2,2014-04-29,7623,648,1,1,0,0
511,2,2014-04-29,5741,797,1,1,0,0
574,2,2014-04-29,10396,748,1,1,0,0
576,2,2014-04-29,7731,1013,1,1,0,0
723,2,2014-04-29,9975,726,1,1,0,0
840,2,2014-04-29,9029,1194,1,1,0,0
905,2,2014-04-29,9878,1327,1,1,0,0
4,1,2014-04-28,11863,1539,1,1,0,0
352,1,2014-04-28,7489,647,1,1,0,1
416,1,2014-04-28,15123,1700,1,1,0,1
458,1,2014-04-28,10142,844,1,1,0,0
511,1,2014-04-28,7041,1015,1,1,0,0
574,1,2014-04-28,12889,832,1,1,0,0
576,1,2014-04-28,9947,1234,1,1,0,0
723,1,2014-04-28,9946,758,1,1,0,0
840,1,2014-04-28,10975,1330,1,1,0,0
905,1,2014-04-28,10821,1477,1,1,0,0
4,7,2014-04-27,0,0,0,0,0,0
352,7,2014-04-27,0,0,0,0,0,0
416,7,2014-04-27,0,0,0,0,0,0
458,7,2014-04-27,0,0,0,0,0,0
511,7,2014-04-27,0,0,0,0,0,0
574,7,2014-04-27,0,0,0,0,0,0
576,7,2014-04-27,0,0,0,0,0,0
723,7,2014-04-27,0,0,0,0,0,0
840,7,2014-04-27,0,0,0,0,0,0
905,7,2014-04-27,0,0,0,0,0,0
4,6,2014-04-26,8650,1265,1,0,0,0
352,6,2014-04-26,5330,554,1,0,0,0
416,6,2014-04-26,9860,1327,1,0,0,0
458,6,2014-04-26,9689,902,1,0,0,0
511,6,2014-04-26,5362,790,1,0,0,0
574,6,2014-04-26,8545,683,1,0,0,0
576,6,2014-04-26,5827,843,1,0,0,0
723,6,2014-04-26,7292,603,1,0,0,0
840,6,2014-04-26,3902,642,1,0,0,0
905,6,2014-04-26,6879,1064,1,0,0,0
4,5,2014-04-25,7041,1002,1,0,0,1
352,5,2014-04-25,5492,599,1,0,0,1
416,5,2014-04-25,9627,1314,1,0,0,0
458,5,2014-04-25,5746,595,1,0,0,1
511,5,2014-04-25,5305,770,1,0,0,0
574,5,2014-04-25,7465,609,1,0,0,1
576,5,2014-04-25,4911,832,1,0,0,1
723,5,2014-04-25,6283,548,1,0,0,1
840,5,2014-04-25,6228,1005,1,0,0,0
905,5,2014-04-25,5940,1026,1,0,0,1
4,4,2014-04-24,7294,1112,1,0,0,1
352,4,2014-04-24,5352,567,1,0,0,1
416,4,2014-04-24,10163,1424,1,0,0,0
458,4,2014-04-24,5847,591,1,0,0,1
511,4,2014-04-24,4974,749,1,0,0,0
574,4,2014-04-24,6980,589,1,0,0,1
576,4,2014-04-24,4617,766,1,0,0,1
723,4,2014-04-24,4649,448,1,0,0,1
840,4,2014-04-24,6858,1052,1,0,0,0
905,4,2014-04-24,6335,1093,1,0,0,1
4,3,2014-04-23,7352,1109,1,0,0,1
352,3,2014-04-23,4887,521,1,0,0,1
416,3,2014-04-23,9532,1379,1,0,0,0
458,3,2014-04-23,5779,595,1,0,0,1
511,3,2014-04-23,4888,785,1,0,0,0
574,3,2014-04-23,6202,532,1,0,0,1
576,3,2014-04-23,4545,723,1,0,0,1
723,3,2014-04-23,5542,476,1,0,0,1
840,3,2014-04-23,6305,1022,1,0,0,0
905,3,2014-04-23,6121,1037,1,0,0,1
4,2,2014-04-22,9723,1353,1,0,0,1
352,2,2014-04-22,5436,583,1,0,0,1
416,2,2014-04-22,10567,1408,1,0,0,0
458,2,2014-04-22,6455,678,1,0,0,1
511,2,2014-04-22,6066,877,1,0,0,1
574,2,2014-04-22,7911,627,1,0,0,1
576,2,2014-04-22,5533,899,1,0,0,1
723,2,2014-04-22,6099,553,1,0,0,1
840,2,2014-04-22,7181,1139,1,0,0,1
905,2,2014-04-22,7659,1319,1,0,0,1
4,1,2014-04-21,0,0,0,0,b,1
352,1,2014-04-21,0,0,0,0,b,1
416,1,2014-04-21,0,0,0,0,b,0
458,1,2014-04-21,0,0,0,0,b,1
511,1,2014-04-21,0,0,0,0,b,1
574,1,2014-04-21,0,0,0,0,b,1
576,1,2014-04-21,0,0,0,0,b,1
723,1,2014-04-21,0,0,0,0,b,1
840,1,2014-04-21,0,0,0,0,b,1
905,1,2014-04-21,0,0,0,0,b,1
4,7,2014-04-20,0,0,0,0,0,0
352,7,2014-04-20,0,0,0,0,0,0
416,7,2014-04-20,0,0,0,0,0,0
